Entry	Reviewed	Entry Name	Gene Names	Annotation
O14523	reviewed	C2C2L_HUMAN	C2CD2L KIAA0285 TMEM24 DLNB23	5.0
O14524	reviewed	NEMP1_HUMAN	NEMP1 KIAA0286 TMEM194 TMEM194A	5.0
O14525	reviewed	ASTN1_HUMAN	ASTN1 ASTN KIAA0289	5.0
O14526	reviewed	FCHO1_HUMAN	FCHO1 KIAA0290	5.0
O14529	reviewed	CUX2_HUMAN	CUX2 CUTL2 KIAA0293	5.0
O14530	reviewed	TXND9_HUMAN	TXNDC9 APACD	5.0
O14531	reviewed	DPYL4_HUMAN	DPYSL4 CRMP3 ULIP4	5.0
O14543	reviewed	SOCS3_HUMAN	SOCS3 CIS3 SSI3	5.0
O14544	reviewed	SOCS6_HUMAN	SOCS6 CIS4 SOCS4	5.0
O14556	reviewed	G3PT_HUMAN	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35	5.0
O14558	reviewed	HSPB6_HUMAN	HSPB6	5.0
O14559	reviewed	RHG33_HUMAN	ARHGAP33 SNX26 TCGAP	5.0
O14561	reviewed	ACPM_HUMAN	NDUFAB1	5.0
O14569	reviewed	C56D2_HUMAN	CYB561D2 101F6 LUCA12.2	5.0
O14576	reviewed	DC1I1_HUMAN	DYNC1I1 DNCI1 DNCIC1	5.0
O14578	reviewed	CTRO_HUMAN	CIT CRIK KIAA0949 STK21	5.0
O14579	reviewed	COPE_HUMAN	COPE	5.0
O14593	reviewed	RFXK_HUMAN	RFXANK ANKRA1 RFXB	5.0
O14594	reviewed	NCAN_HUMAN	NCAN CSPG3 NEUR	5.0
O14595	reviewed	CTDS2_HUMAN	CTDSP2 NIF2 OS4 SCP2	5.0
O14607	reviewed	UTY_HUMAN	UTY KDM6C	5.0
O14610	reviewed	GBGT2_HUMAN	GNGT2 GNG8 GNG9 GNGT8	5.0
O14613	reviewed	BORG1_HUMAN	CDC42EP2 BORG1 CEP2	5.0
O14617	reviewed	AP3D1_HUMAN	AP3D1 PRO0039	5.0
O14618	reviewed	CCS_HUMAN	CCS	5.0
O14625	reviewed	CXL11_HUMAN	CXCL11 ITAC SCYB11 SCYB9B	5.0
O14627	reviewed	CDX4_HUMAN	CDX4	5.0
O14628	reviewed	ZN195_HUMAN	ZNF195 ZNFP104	5.0
O14633	reviewed	LCE2B_HUMAN	LCE2B LEP10 SPRL1B XP5	5.0
O14638	reviewed	ENPP3_HUMAN	ENPP3 PDNP3	5.0
O14639	reviewed	ABLM1_HUMAN	ABLIM1 ABLIM KIAA0059 LIMAB1	5.0
O14640	reviewed	DVL1_HUMAN	DVL1	5.0
O14641	reviewed	DVL2_HUMAN	DVL2	5.0
O14645	reviewed	IDLC_HUMAN	DNALI1	5.0
O14646	reviewed	CHD1_HUMAN	CHD1	5.0
O14647	reviewed	CHD2_HUMAN	CHD2	5.0
O14649	reviewed	KCNK3_HUMAN	KCNK3 TASK TASK1	5.0
O14653	reviewed	GOSR2_HUMAN	GOSR2 GS27	5.0
O14654	reviewed	IRS4_HUMAN	IRS4	5.0
O14656	reviewed	TOR1A_HUMAN	TOR1A DQ2 DYT1 TA TORA	5.0
O14657	reviewed	TOR1B_HUMAN	TOR1B DQ1 FKSG18	5.0
O14662	reviewed	STX16_HUMAN	STX16	5.0
O14669	reviewed	TMG2_HUMAN	PRRG2 PRGP2 TMG2	5.0
O14672	reviewed	ADA10_HUMAN	ADAM10 KUZ MADM	5.0
O14678	reviewed	ABCD4_HUMAN	ABCD4 PXMP1L	5.0
O14681	reviewed	EI24_HUMAN	EI24 PIG8	5.0
O14682	reviewed	ENC1_HUMAN	ENC1 KLHL37 NRPB PIG10	5.0
O14684	reviewed	PTGES_HUMAN	PTGES MGST1L1 MPGES1 PGES PIG12	5.0
O14686	reviewed	KMT2D_HUMAN	KMT2D ALR MLL2 MLL4	5.0
O14713	reviewed	ITBP1_HUMAN	ITGB1BP1 ICAP1	5.0
O14717	reviewed	TRDMT_HUMAN	TRDMT1 DNMT2	5.0
O14727	reviewed	APAF_HUMAN	APAF1 KIAA0413	5.0
O14730	reviewed	RIOK3_HUMAN	RIOK3 SUDD	5.0
O14732	reviewed	IMPA2_HUMAN	IMPA2 IMP.18P	5.0
O14733	reviewed	MP2K7_HUMAN	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	5.0
O14734	reviewed	ACOT8_HUMAN	ACOT8 ACTEIII PTE1	5.0
O14735	reviewed	CDIPT_HUMAN	CDIPT PIS PIS1	5.0
O14737	reviewed	PDCD5_HUMAN	PDCD5 TFAR19	5.0
O14744	reviewed	ANM5_HUMAN	PRMT5 HRMT1L5 IBP72 JBP1 SKB1	5.0
O14745	reviewed	NHRF1_HUMAN	SLC9A3R1 NHERF NHERF1	5.0
O14746	reviewed	TERT_HUMAN	TERT EST2 TCS1 TRT	5.0
O14756	reviewed	H17B6_HUMAN	HSD17B6 RODH SDR9C6	5.0
O14757	reviewed	CHK1_HUMAN	CHEK1 CHK1	5.0
O14763	reviewed	TR10B_HUMAN	TNFRSF10B DR5 KILLER TRAILR2 TRICK2 ZTNFR9 UNQ160/PRO186	5.0
O14764	reviewed	GBRD_HUMAN	GABRD	5.0
O14770	reviewed	MEIS2_HUMAN	MEIS2 MRG1	5.0
O14771	reviewed	ZN213_HUMAN	ZNF213 ZKSCAN21	5.0
O14772	reviewed	FPGT_HUMAN	FPGT GFPP	5.0
O14773	reviewed	TPP1_HUMAN	TPP1 CLN2 GIG1 UNQ267/PRO304	5.0
O14775	reviewed	GNB5_HUMAN	GNB5	5.0
O14776	reviewed	TCRG1_HUMAN	TCERG1 CA150 TAF2S	5.0
O14777	reviewed	NDC80_HUMAN	NDC80 HEC HEC1 KNTC2	5.0
O14782	reviewed	KIF3C_HUMAN	KIF3C	5.0
O14786	reviewed	NRP1_HUMAN	NRP1 NRP VEGF165R	5.0
O14787	reviewed	TNPO2_HUMAN	TNPO2	5.0
O14788	reviewed	TNF11_HUMAN	TNFSF11 OPGL RANKL TRANCE	5.0
O14791	reviewed	APOL1_HUMAN	APOL1 APOL	5.0
O14792	reviewed	HS3S1_HUMAN	HS3ST1 3OST 3OST1	5.0
O14793	reviewed	GDF8_HUMAN	MSTN GDF8	5.0
O14795	reviewed	UN13B_HUMAN	UNC13B UNC13	5.0
O14796	reviewed	SH21B_HUMAN	SH2D1B EAT2	5.0
O14798	reviewed	TR10C_HUMAN	TNFRSF10C DCR1 LIT TRAILR3 TRID UNQ321/PRO366	5.0
O14802	reviewed	RPC1_HUMAN	POLR3A	5.0
O14807	reviewed	RASM_HUMAN	MRAS RRAS3	5.0
O14810	reviewed	CPLX1_HUMAN	CPLX1	5.0
O14813	reviewed	PHX2A_HUMAN	PHOX2A ARIX PMX2A	5.0
O14815	reviewed	CAN9_HUMAN	CAPN9 NCL4	5.0
O14817	reviewed	TSN4_HUMAN	TSPAN4 NAG2 TM4SF7	5.0
O14818	reviewed	PSA7_HUMAN	PSMA7 HSPC	5.0
O14827	reviewed	RGRF2_HUMAN	RASGRF2 GRF2	5.0
O14828	reviewed	SCAM3_HUMAN	SCAMP3 C1orf3 PROPIN1	5.0
O14829	reviewed	PPE1_HUMAN	PPEF1 PPEF PPP7C	5.0
O14830	reviewed	PPE2_HUMAN	PPEF2	5.0
O14832	reviewed	PAHX_HUMAN	PHYH PAHX	5.0
O14836	reviewed	TR13B_HUMAN	TNFRSF13B TACI	5.0
O14841	reviewed	OPLA_HUMAN	OPLAH	5.0
O14842	reviewed	FFAR1_HUMAN	FFAR1 GPR40	5.0
O14843	reviewed	FFAR3_HUMAN	FFAR3 GPR41	5.0
O14862	reviewed	AIM2_HUMAN	AIM2	5.0
O14863	reviewed	ZNT4_HUMAN	SLC30A4 ZNT4	5.0
O14867	reviewed	BACH1_HUMAN	BACH1	5.0
O14874	reviewed	BCKD_HUMAN	BCKDK	5.0
O14879	reviewed	IFIT3_HUMAN	IFIT3 CIG-49 IFI60 IFIT4 ISG60	5.0
O14880	reviewed	MGST3_HUMAN	MGST3	5.0
O14893	reviewed	GEMI2_HUMAN	GEMIN2 SIP1	5.0
O14894	reviewed	T4S5_HUMAN	TM4SF5	5.0
O14896	reviewed	IRF6_HUMAN	IRF6	5.0
O14901	reviewed	KLF11_HUMAN	KLF11 FKLF TIEG2	5.0
O14904	reviewed	WNT9A_HUMAN	WNT9A WNT14	5.0
O14905	reviewed	WNT9B_HUMAN	WNT9B WNT14B WNT15 UNQ6973/PRO21956	5.0
O14907	reviewed	TX1B3_HUMAN	TAX1BP3 TIP1	5.0
O14908	reviewed	GIPC1_HUMAN	GIPC1 C19orf3 GIPC RGS19IP1	5.0
O14910	reviewed	LIN7A_HUMAN	LIN7A MALS1 VELI1	5.0
O14917	reviewed	PCD17_HUMAN	PCDH17 PCDH68 PCH68	5.0
O14920	reviewed	IKKB_HUMAN	IKBKB IKKB	5.0
O14924	reviewed	RGS12_HUMAN	RGS12	5.0
O14925	reviewed	TIM23_HUMAN	TIMM23 TIM23	5.0
O14926	reviewed	FSCN2_HUMAN	FSCN2	5.0
O14929	reviewed	HAT1_HUMAN	HAT1 KAT1	5.0
O14931	reviewed	NCTR3_HUMAN	NCR3 1C7 LY117	5.0
O14933	reviewed	UB2L6_HUMAN	UBE2L6 UBCH8	5.0
O14936	reviewed	CSKP_HUMAN	CASK LIN2	5.0
O14939	reviewed	PLD2_HUMAN	PLD2	5.0
O14944	reviewed	EREG_HUMAN	EREG	5.0
O14948	reviewed	TFEC_HUMAN	TFEC BHLHE34 TCFEC TFECL	5.0
O14949	reviewed	QCR8_HUMAN	UQCRQ	5.0
O14950	reviewed	ML12B_HUMAN	MYL12B MRLC2 MYLC2B	5.0
O14957	reviewed	QCR10_HUMAN	UQCR11 UQCR	5.0
O14958	reviewed	CASQ2_HUMAN	CASQ2	5.0
O14960	reviewed	LECT2_HUMAN	LECT2	5.0
O14964	reviewed	HGS_HUMAN	HGS HRS	5.0
O14965	reviewed	AURKA_HUMAN	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	5.0
O14966	reviewed	RAB7L_HUMAN	RAB29 RAB7L1	5.0
O14967	reviewed	CLGN_HUMAN	CLGN	5.0
O14972	reviewed	VP26C_HUMAN	VPS26C DCRA DSCR3 DSCRA	5.0
O14974	reviewed	MYPT1_HUMAN	PPP1R12A MBS MYPT1	5.0
O14975	reviewed	S27A2_HUMAN	SLC27A2 ACSVL1 FACVL1 FATP2 VLACS	5.0
O14976	reviewed	GAK_HUMAN	GAK	5.0
O14977	reviewed	AZIN1_HUMAN	AZIN1 OAZI OAZIN	5.0
O14978	reviewed	ZN263_HUMAN	ZNF263 FPM315 ZKSCAN12	5.0
O14979	reviewed	HNRDL_HUMAN	HNRNPDL HNRPDL JKTBP	5.0
O14980	reviewed	XPO1_HUMAN	XPO1 CRM1	5.0
O14981	reviewed	BTAF1_HUMAN	BTAF1 TAF172	5.0
O14983	reviewed	AT2A1_HUMAN	ATP2A1	5.0
O14986	reviewed	PI51B_HUMAN	PIP5K1B STM7	5.0
O14994	reviewed	SYN3_HUMAN	SYN3	5.0
O15013	reviewed	ARHGA_HUMAN	ARHGEF10 KIAA0294	5.0
O15014	reviewed	ZN609_HUMAN	ZNF609 KIAA0295	5.0
O15015	reviewed	ZN646_HUMAN	ZNF646 KIAA0296	5.0
O15018	reviewed	PDZD2_HUMAN	PDZD2 AIPC KIAA0300 PDZK3	5.0
O15020	reviewed	SPTN2_HUMAN	SPTBN2 KIAA0302 SCA5	5.0
O15021	reviewed	MAST4_HUMAN	MAST4 KIAA0303	5.0
O15027	reviewed	SC16A_HUMAN	SEC16A KIAA0310 SEC16 SEC16L	5.0
O15031	reviewed	PLXB2_HUMAN	PLXNB2 KIAA0315	5.0
O15033	reviewed	AREL1_HUMAN	AREL1 KIAA0317	5.0
O15040	reviewed	TCPR2_HUMAN	TECPR2 KIAA0297 KIAA0329	5.0
O15041	reviewed	SEM3E_HUMAN	SEMA3E KIAA0331 SEMAH	5.0
O15042	reviewed	SR140_HUMAN	U2SURP KIAA0332 SR140	5.0
O15047	reviewed	SET1A_HUMAN	SETD1A KIAA0339 KMT2F SET1 SET1A	5.0
O15049	reviewed	N4BP3_HUMAN	N4BP3 KIAA0341	5.0
O15054	reviewed	KDM6B_HUMAN	KDM6B JMJD3 KIAA0346	5.0
O15055	reviewed	PER2_HUMAN	PER2 KIAA0347	5.0
O15056	reviewed	SYNJ2_HUMAN	SYNJ2 KIAA0348	5.0
O15060	reviewed	ZBT39_HUMAN	ZBTB39 KIAA0352	5.0
O15061	reviewed	SYNEM_HUMAN	SYNM DMN KIAA0353 SYN	5.0
O15062	reviewed	ZBTB5_HUMAN	ZBTB5 KIAA0354	5.0
O15066	reviewed	KIF3B_HUMAN	KIF3B KIAA0359	5.0
O15067	reviewed	PUR4_HUMAN	PFAS KIAA0361	5.0
O15068	reviewed	MCF2L_HUMAN	MCF2L KIAA0362 OST	5.0
O15072	reviewed	ATS3_HUMAN	ADAMTS3 KIAA0366	5.0
O15075	reviewed	DCLK1_HUMAN	DCLK1 DCAMKL1 DCDC3A KIAA0369	5.0
O15078	reviewed	CE290_HUMAN	CEP290 BBS14 KIAA0373 NPHP6	5.0
O15079	reviewed	SNPH_HUMAN	SNPH KIAA0374	5.0
O15083	reviewed	ERC2_HUMAN	ERC2 KIAA0378	5.0
O15084	reviewed	ANR28_HUMAN	ANKRD28 KIAA0379	5.0
O15085	reviewed	ARHGB_HUMAN	ARHGEF11 KIAA0380	5.0
O15091	reviewed	MRPP3_HUMAN	PRORP KIAA0391 MRPP3	5.0
O15105	reviewed	SMAD7_HUMAN	SMAD7 MADH7 MADH8	5.0
O15111	reviewed	IKKA_HUMAN	CHUK IKKA TCF16	5.0
O15116	reviewed	LSM1_HUMAN	LSM1 CASM	5.0
O15117	reviewed	FYB1_HUMAN	FYB1 FYB SLAP130	5.0
O15118	reviewed	NPC1_HUMAN	NPC1	5.0
O15119	reviewed	TBX3_HUMAN	TBX3	5.0
O15120	reviewed	PLCB_HUMAN	AGPAT2	5.0
O15121	reviewed	DEGS1_HUMAN	DEGS1 DES1 MLD MIG15	5.0
O15123	reviewed	ANGP2_HUMAN	ANGPT2	5.0
O15126	reviewed	SCAM1_HUMAN	SCAMP1 SCAMP	5.0
O15127	reviewed	SCAM2_HUMAN	SCAMP2	5.0
O15130	reviewed	NPFF_HUMAN	NPFF	5.0
O15131	reviewed	IMA6_HUMAN	KPNA5	5.0
O15143	reviewed	ARC1B_HUMAN	ARPC1B ARC41	5.0
O15144	reviewed	ARPC2_HUMAN	ARPC2 ARC34 PRO2446	5.0
O15145	reviewed	ARPC3_HUMAN	ARPC3 ARC21	5.0
O15146	reviewed	MUSK_HUMAN	MUSK	5.0
O15151	reviewed	MDM4_HUMAN	MDM4 MDMX	5.0
O15155	reviewed	BET1_HUMAN	BET1	5.0
O15156	reviewed	ZBT7B_HUMAN	ZBTB7B ZBTB15 ZFP67 ZNF857B	5.0
O15160	reviewed	RPAC1_HUMAN	POLR1C POLR1E	5.0
O15162	reviewed	PLS1_HUMAN	PLSCR1	5.0
O15164	reviewed	TIF1A_HUMAN	TRIM24 RNF82 TIF1 TIF1A	5.0
O15165	reviewed	LRAD4_HUMAN	LDLRAD4 C18orf1	5.0
O15169	reviewed	AXIN1_HUMAN	AXIN1 AXIN	5.0
O15173	reviewed	PGRC2_HUMAN	PGRMC2 DG6 PMBP	5.0
O15178	reviewed	TBXT_HUMAN	TBXT T	5.0
O15182	reviewed	CETN3_HUMAN	CETN3 CEN3	5.0
O15194	reviewed	CTDSL_HUMAN	CTDSPL C3orf8 NIF1 NIFL SCP3 YA22	5.0
O15195	reviewed	VILL_HUMAN	VILL	5.0
O15197	reviewed	EPHB6_HUMAN	EPHB6	5.0
O15198	reviewed	SMAD9_HUMAN	SMAD9 MADH6 MADH9 SMAD8	5.0
O15204	reviewed	ADEC1_HUMAN	ADAMDEC1	5.0
O15205	reviewed	UBD_HUMAN	UBD FAT10	5.0
O15209	reviewed	ZBT22_HUMAN	ZBTB22 BING1 ZBTB22A ZNF297	5.0
O15211	reviewed	RGL2_HUMAN	RGL2 RAB2L	5.0
O15212	reviewed	PFD6_HUMAN	PFDN6 HKE2 PFD6	5.0
O15217	reviewed	GSTA4_HUMAN	GSTA4	5.0
O15226	reviewed	NKRF_HUMAN	NKRF ITBA4 NRF	5.0
O15228	reviewed	GNPAT_HUMAN	GNPAT DAPAT DHAPAT	5.0
O15229	reviewed	KMO_HUMAN	KMO	5.0
O15230	reviewed	LAMA5_HUMAN	LAMA5 KIAA0533 KIAA1907	5.0
O15231	reviewed	ZN185_HUMAN	ZNF185	5.0
O15232	reviewed	MATN3_HUMAN	MATN3	5.0
O15234	reviewed	CASC3_HUMAN	CASC3 MLN51	5.0
O15239	reviewed	NDUA1_HUMAN	NDUFA1	5.0
O15240	reviewed	VGF_HUMAN	VGF	5.0
O15243	reviewed	OBRG_HUMAN	LEPROT LEPR OBR	5.0
O15244	reviewed	S22A2_HUMAN	SLC22A2 OCT2	5.0
O15245	reviewed	S22A1_HUMAN	SLC22A1 OCT1	5.0
O15247	reviewed	CLIC2_HUMAN	CLIC2	5.0
O15254	reviewed	ACOX3_HUMAN	ACOX3 BRCOX PRCOX	5.0
O15258	reviewed	RER1_HUMAN	RER1	5.0
O15259	reviewed	NPHP1_HUMAN	NPHP1 NPH1	5.0
O15260	reviewed	SURF4_HUMAN	SURF4 SURF-4	5.0
O15263	reviewed	DFB4A_HUMAN	DEFB4A DEFB102 DEFB2 DEFB4; DEFB4B	5.0
O15264	reviewed	MK13_HUMAN	MAPK13 PRKM13 SAPK4	5.0
O15265	reviewed	ATX7_HUMAN	ATXN7 SCA7	5.0
O15266	reviewed	SHOX_HUMAN	SHOX PHOG	5.0
O15269	reviewed	SPTC1_HUMAN	SPTLC1 LCB1	5.0
O15270	reviewed	SPTC2_HUMAN	SPTLC2 KIAA0526 LCB2	5.0
O15273	reviewed	TELT_HUMAN	TCAP	5.0
O15287	reviewed	FANCG_HUMAN	FANCG XRCC9	5.0
O15294	reviewed	OGT1_HUMAN	OGT	5.0
O15296	reviewed	LX15B_HUMAN	ALOX15B	5.0
O15297	reviewed	PPM1D_HUMAN	PPM1D WIP1	5.0
O15303	reviewed	GRM6_HUMAN	GRM6 GPRC1F MGLUR6	5.0
O15304	reviewed	SIVA_HUMAN	SIVA1 SIVA	5.0
O15305	reviewed	PMM2_HUMAN	PMM2	5.0
O15315	reviewed	RA51B_HUMAN	RAD51B RAD51L1 REC2	5.0
O15318	reviewed	RPC7_HUMAN	POLR3G	5.0
O15327	reviewed	INP4B_HUMAN	INPP4B	5.0
O15342	reviewed	VA0E1_HUMAN	ATP6V0E1 ATP6H ATP6V0E	5.0
O15344	reviewed	TRI18_HUMAN	MID1 FXY RNF59 TRIM18 XPRF	5.0
O15347	reviewed	HMGB3_HUMAN	HMGB3 HMG2A HMG4	5.0
O15350	reviewed	P73_HUMAN	TP73 P73	5.0
O15353	reviewed	FOXN1_HUMAN	FOXN1 RONU WHN	5.0
O15354	reviewed	GPR37_HUMAN	GPR37	5.0
O15355	reviewed	PPM1G_HUMAN	PPM1G PPM1C	5.0
O15357	reviewed	SHIP2_HUMAN	INPPL1 SHIP2	5.0
O15360	reviewed	FANCA_HUMAN	FANCA FAA FACA FANCH	5.0
O15370	reviewed	SOX12_HUMAN	SOX12 SOX22	5.0
O15371	reviewed	EIF3D_HUMAN	EIF3D EIF3S7	5.0
O15372	reviewed	EIF3H_HUMAN	EIF3H EIF3S3	5.0
O15374	reviewed	MOT5_HUMAN	SLC16A4 MCT4 MCT5	5.0
O15379	reviewed	HDAC3_HUMAN	HDAC3	5.0
O15381	reviewed	NVL_HUMAN	NVL NVL2	5.0
O15382	reviewed	BCAT2_HUMAN	BCAT2 BCATM BCT2 ECA40	5.0
O15389	reviewed	SIGL5_HUMAN	SIGLEC5 CD33L2 OBBP2	5.0
O15391	reviewed	TYY2_HUMAN	YY2 ZNF631	5.0
O15392	reviewed	BIRC5_HUMAN	BIRC5 API4 IAP4	5.0
O15393	reviewed	TMPS2_HUMAN	TMPRSS2 PRSS10	5.0
O15394	reviewed	NCAM2_HUMAN	NCAM2 NCAM21	5.0
O15397	reviewed	IPO8_HUMAN	IPO8 RANBP8	5.0
O15399	reviewed	NMDE4_HUMAN	GRIN2D GluN2D NMDAR2D	5.0
O15400	reviewed	STX7_HUMAN	STX7	5.0
O15405	reviewed	TOX3_HUMAN	TOX3 CAGF9 TNRC9	5.0
O15409	reviewed	FOXP2_HUMAN	FOXP2 CAGH44 TNRC10	5.0
O15427	reviewed	MOT4_HUMAN	SLC16A3 MCT3 MCT4	5.0
O15431	reviewed	COPT1_HUMAN	SLC31A1 COPT1 CTR1	5.0
O15438	reviewed	MRP3_HUMAN	ABCC3 CMOAT2 MLP2 MRP3	5.0
O15439	reviewed	MRP4_HUMAN	ABCC4 MOATB MRP4	5.0
O15440	reviewed	MRP5_HUMAN	ABCC5 MRP5	5.0
O15444	reviewed	CCL25_HUMAN	CCL25 SCYA25 TECK	5.0
O15446	reviewed	RPA34_HUMAN	POLR1G ASE1 CAST CD3EAP PAF49	5.0
O15455	reviewed	TLR3_HUMAN	TLR3	5.0
O15457	reviewed	MSH4_HUMAN	MSH4	5.0
O15460	reviewed	P4HA2_HUMAN	P4HA2 UNQ290/PRO330	5.0
O15466	reviewed	SIA8E_HUMAN	ST8SIA5 SIAT8E	5.0
O15467	reviewed	CCL16_HUMAN	CCL16 ILINCK NCC4 SCYA16	5.0
O15479	reviewed	MAGB2_HUMAN	MAGEB2	5.0
O15481	reviewed	MAGB4_HUMAN	MAGEB4	5.0
O15484	reviewed	CAN5_HUMAN	CAPN5 NCL3	5.0
O15488	reviewed	GLYG2_HUMAN	GYG2	5.0
O15492	reviewed	RGS16_HUMAN	RGS16 RGSR	5.0
O15496	reviewed	PA2GX_HUMAN	PLA2G10	5.0
O15498	reviewed	YKT6_HUMAN	YKT6	5.0
O15499	reviewed	GSC2_HUMAN	GSC2 GSCL	5.0
O15503	reviewed	INSI1_HUMAN	INSIG1	5.0
O15504	reviewed	NUP42_HUMAN	NUP42 CG1 NUPL2	5.0
O15511	reviewed	ARPC5_HUMAN	ARPC5 ARC16	5.0
O15514	reviewed	RPB4_HUMAN	POLR2D	5.0
O15516	reviewed	CLOCK_HUMAN	CLOCK BHLHE8 KIAA0334	5.0
O15519	reviewed	CFLAR_HUMAN	CFLAR CASH CASP8AP1 CLARP MRIT	5.0
O15520	reviewed	FGF10_HUMAN	FGF10	5.0
O15522	reviewed	NKX28_HUMAN	NKX2-8 NKX-2.8 NKX2G NKX2H	5.0
O15523	reviewed	DDX3Y_HUMAN	DDX3Y DBY	5.0
O15524	reviewed	SOCS1_HUMAN	SOCS1 SSI1 TIP3	5.0
O15525	reviewed	MAFG_HUMAN	MAFG	5.0
O15527	reviewed	OGG1_HUMAN	OGG1 MMH MUTM OGH1	5.0
O15528	reviewed	CP27B_HUMAN	CYP27B1 CYP1ALPHA CYP27B	5.0
O15529	reviewed	GPR42_HUMAN	GPR42 GPR42P	5.0
O15530	reviewed	PDPK1_HUMAN	PDPK1 PDK1	5.0
O15533	reviewed	TPSN_HUMAN	TAPBP NGS17 TAPA	5.0
O15534	reviewed	PER1_HUMAN	PER1 KIAA0482 PER RIGUI	5.0
O15535	reviewed	ZSC9_HUMAN	ZSCAN9 ZNF193 PIG12	5.0
O15537	reviewed	XLRS1_HUMAN	RS1 XLRS1	5.0
O15540	reviewed	FABP7_HUMAN	FABP7 BLBP FABPB MRG	5.0
O15541	reviewed	R113A_HUMAN	RNF113A RNF113 ZNF183	5.0
O15547	reviewed	P2RX6_HUMAN	P2RX6 P2RXL1 P2X6	5.0
O15550	reviewed	KDM6A_HUMAN	KDM6A UTX	5.0
O15551	reviewed	CLD3_HUMAN	CLDN3 C7orf1 CPETR2	5.0
O15552	reviewed	FFAR2_HUMAN	FFAR2 FFA2 GPCR43 GPR43	5.0
O15553	reviewed	MEFV_HUMAN	MEFV MEF TRIM20	5.0
O15554	reviewed	KCNN4_HUMAN	KCNN4 IK1 IKCA1 KCA4 SK4	5.0
O42043	reviewed	ENK18_HUMAN	ERVK-18	5.0
O43143	reviewed	DHX15_HUMAN	DHX15 DBP1 DDX15	5.0
O43147	reviewed	SGSM2_HUMAN	SGSM2 KIAA0397 RUTBC1	5.0
O43148	reviewed	MCES_HUMAN	RNMT KIAA0398	5.0
O43149	reviewed	ZZEF1_HUMAN	ZZEF1 KIAA0399	5.0
O43150	reviewed	ASAP2_HUMAN	ASAP2 DDEF2 KIAA0400	5.0
O43151	reviewed	TET3_HUMAN	TET3 KIAA0401	5.0
O43155	reviewed	FLRT2_HUMAN	FLRT2 KIAA0405 UNQ232/PRO265	5.0
O43156	reviewed	TTI1_HUMAN	TTI1 KIAA0406 SMG10	5.0
O43157	reviewed	PLXB1_HUMAN	PLXNB1 KIAA0407 PLXN5 SEP	5.0
O43159	reviewed	RRP8_HUMAN	RRP8 KIAA0409 NML hucep-1	5.0
O43164	reviewed	PJA2_HUMAN	PJA2 KIAA0438 RNF131	5.0
O43166	reviewed	SI1L1_HUMAN	SIPA1L1 E6TP1 KIAA0440	5.0
O43167	reviewed	ZBT24_HUMAN	ZBTB24 KIAA0441 ZNF450	5.0
O43169	reviewed	CYB5B_HUMAN	CYB5B CYB5M OMB5	5.0
O43172	reviewed	PRP4_HUMAN	PRPF4 PRP4	5.0
O43173	reviewed	SIA8C_HUMAN	ST8SIA3 SIAT8C	5.0
O43174	reviewed	CP26A_HUMAN	CYP26A1 CYP26 P450RAI1	5.0
O43175	reviewed	SERA_HUMAN	PHGDH PGDH3	5.0
O43181	reviewed	NDUS4_HUMAN	NDUFS4	5.0
O43182	reviewed	RHG06_HUMAN	ARHGAP6 RHOGAP6	5.0
O43184	reviewed	ADA12_HUMAN	ADAM12 MLTN UNQ346/PRO545	5.0
O43186	reviewed	CRX_HUMAN	CRX CORD2	5.0
O43187	reviewed	IRAK2_HUMAN	IRAK2	5.0
O43189	reviewed	PHF1_HUMAN	PHF1 PCL1	5.0
O43193	reviewed	MTLR_HUMAN	MLNR GPR38 MTLR MTLR1	5.0
O43194	reviewed	GPR39_HUMAN	GPR39	5.0
O43196	reviewed	MSH5_HUMAN	MSH5	5.0
O43236	reviewed	SEPT4_HUMAN	SEPTIN4 C17orf47 PNUTL2 SEP4 SEPT4 hucep-7	5.0
O43237	reviewed	DC1L2_HUMAN	DYNC1LI2 DNCLI2 LIC2	5.0
O43240	reviewed	KLK10_HUMAN	KLK10 NES1 PRSSL1	5.0
O43242	reviewed	PSMD3_HUMAN	PSMD3	5.0
O43248	reviewed	HXC11_HUMAN	HOXC11 HOX3H	5.0
O43251	reviewed	RFOX2_HUMAN	RBFOX2 FOX2 HRNBP2 RBM9 RTA	5.0
O43252	reviewed	PAPS1_HUMAN	PAPSS1 ATPSK1 PAPSS	5.0
O43255	reviewed	SIAH2_HUMAN	SIAH2	5.0
O43257	reviewed	ZNHI1_HUMAN	ZNHIT1 CGBP1 ZNFN4A1	5.0
O43264	reviewed	ZW10_HUMAN	ZW10	5.0
O43272	reviewed	PROD_HUMAN	PRODH PIG6 POX2 PRODH2	5.0
O43278	reviewed	SPIT1_HUMAN	SPINT1 HAI1 UNQ223/PRO256	5.0
O43280	reviewed	TREA_HUMAN	TREH TREA	5.0
O43281	reviewed	EFS_HUMAN	EFS CASS3	5.0
O43283	reviewed	M3K13_HUMAN	MAP3K13 LZK	5.0
O43286	reviewed	B4GT5_HUMAN	B4GALT5	5.0
O43290	reviewed	SNUT1_HUMAN	SART1	5.0
